Initializing IMU device...
Testing device connections...
CurieIMU connection successful
About to calibrate. Make sure your board is stable and upright
Starting Gyroscope calibration... Done
Starting Acceleration calibration... Done
Internal sensor offsets AFTER calibration...
-20	-44	19	3	14	-7
Enabling Gyroscope/Acceleration offset compensation
1
1
sampling period: 16000.00
n
Started timed_IMU_ISR
0 1:166.00 2:15381.00 3:202733.00 4:1387.41 5:328.34 6:743.74 7:445.30 8:633.47 9:627.36 10:687.57
0 1:131.00 2:15332.00 3:208792.88 4:392.77 5:351.08 6:435.17 7:531.17 8:546.55 9:591.86 10:546.98
0 1:86.00 2:15365.00 3:203702.31 4:134.24 5:429.32 6:470.23 7:472.26 8:517.56 9:370.64 10:530.01
0 1:102.00 2:15369.00 3:204802.92 4:401.13 5:619.69 6:611.86 7:433.92 8:467.84 9:461.78 10:333.63
0 1:61.00 2:15376.00 3:202868.44 4:290.81 5:380.28 6:472.41 7:541.98 8:470.54 9:447.96 10:528.48
0 1:69.00 2:15376.00 3:203250.69 4:327.92 5:377.54 6:434.58 7:450.19 8:460.24 9:410.05 10:494.21
0 1:69.00 2:15393.00 3:201525.44 4:217.00 5:518.98 6:491.21 7:388.72 8:430.85 9:518.23 10:498.29
0 1:73.00 2:15389.00 3:202464.73 4:317.56 5:303.14 6:527.90 7:425.59 8:590.11 9:348.90 10:529.87
0 1:76.00 2:15427.00 3:199903.36 4:430.29 5:358.35 6:384.61 7:522.39 8:503.00 9:407.45 10:513.35
0 1:407.00 2:15506.00 3:200228.69 4:6034.44 5:2017.48 6:1991.87 7:888.71 8:1069.66 9:1057.09 10:873.61
0 1:240.00 2:15658.00 3:183110.50 4:986.35 5:365.49 6:390.40 7:727.31 8:489.57 9:553.73 10:366.28
0 1:65.00 2:15672.00 3:180245.94 4:221.99 5:402.89 6:316.40 7:506.31 8:419.98 9:376.06 10:506.91
0 1:73.00 2:15699.00 3:177911.64 4:382.41 5:608.69 6:453.64 7:373.91 8:667.12 9:568.05 10:255.00
0 1:55.00 2:15697.00 3:176691.98 4:194.11 5:306.82 6:403.64 7:429.29 8:413.08 9:422.37 10:517.46
0 1:51.00 2:15694.00 3:178215.25 4:248.77 5:386.68 6:401.29 7:408.54 8:371.41 9:486.65 10:472.67
0 1:65.00 2:15693.00 3:178445.73 4:294.18 5:359.13 6:351.68 7:354.81 8:484.56 9:448.72 10:310.43
0 1:53.00 2:15697.00 3:178957.69 4:166.52 5:351.54 6:498.07 7:429.82 8:401.61 9:403.72 10:479.60
0 1:60.00 2:15695.00 3:178322.94 4:230.80 5:376.08 6:397.39 7:428.74 8:369.36 9:495.82 10:409.01
0 1:53.00 2:15699.00 3:178172.92 4:124.65 5:376.33 6:345.47 7:433.54 8:454.15 9:435.76 10:453.35
0 1:61.00 2:15695.00 3:178569.13 4:313.02 5:314.46 6:498.85 7:425.38 8:428.47 9:390.09 10:479.05
0 1:50.00 2:15695.00 3:178202.31 4:302.27 5:323.53 6:361.36 7:414.56 8:411.01 9:393.35 10:452.74
0 1:60.00 2:15670.00 3:181232.30 4:177.55 5:423.58 6:276.85 7:609.10 8:329.83 9:441.74 10:516.52
0 1:61.00 2:15674.00 3:181163.39 4:304.83 5:309.38 6:399.04 7:371.73 8:477.62 9:483.09 10:476.31
0 1:61.00 2:15667.00 3:181113.94 4:234.43 5:298.73 6:446.37 7:448.59 8:374.61 9:465.87 10:432.98
0 1:57.00 2:15672.00 3:179651.55 4:200.23 5:428.83 6:390.67 7:371.95 8:435.03 9:415.17 10:475.16
0 1:57.00 2:15683.00 3:180209.25 4:256.52 5:314.01 6:382.68 7:478.22 8:470.78 9:407.43 10:404.18
0 1:102.00 2:15681.00 3:179795.33 4:882.68 5:547.47 6:424.42 7:464.00 8:554.45 9:496.42 10:361.95
0 1:73.00 2:15676.00 3:179962.80 4:328.07 5:358.23 6:383.98 7:347.57 8:601.58 9:566.60 10:327.91
0 1:96.00 2:15668.00 3:182454.63 4:633.76 5:302.58 6:482.86 7:395.07 8:413.70 9:558.02 10:258.76
0 1:107.00 2:15653.00 3:186586.45 4:948.94 5:531.46 6:312.47 7:561.30 8:536.57 9:588.73 10:518.40
0 1:85.00 2:15647.00 3:187582.52 4:577.33 5:385.27 6:345.23 7:499.77 8:586.30 9:503.37 10:506.91
0 1:678.00 2:15771.00 3:158029.47 4:8666.44 5:6396.16 6:3833.56 7:4051.09 8:2818.26 9:1103.12 10:1570.82
0 1:142.00 2:15776.00 3:172006.52 4:281.93 5:585.67 6:488.59 7:382.88 8:346.42 9:676.22 10:317.20
0 1:103.00 2:15775.00 3:171339.23 4:495.68 5:324.49 6:370.46 7:373.66 8:474.97 9:394.58 10:435.46
0 1:69.00 2:15804.00 3:168970.20 4:287.33 5:347.76 6:406.92 7:430.45 8:401.05 9:457.16 10:353.34
0 1:57.00 2:15795.00 3:169912.61 4:152.79 5:435.04 6:297.72 7:404.99 8:437.44 9:428.10 10:370.46
0 1:53.00 2:15802.00 3:169586.56 4:254.22 5:318.51 6:378.99 7:424.92 8:408.01 9:426.20 10:378.93
0 1:55.00 2:15790.00 3:169724.64 4:241.37 5:346.41 6:367.20 7:356.55 8:473.37 9:432.55 10:353.49
0 1:55.00 2:15797.00 3:169813.03 4:147.28 5:405.27 6:296.36 7:436.50 8:419.46 9:395.31 10:356.38
0 1:56.00 2:15792.00 3:169285.30 4:228.73 5:308.37 6:319.60 7:441.16 8:358.62 9:370.74 10:462.02
0 1:56.00 2:15797.00 3:170102.66 4:219.09 5:262.74 6:425.76 7:370.98 8:431.91 9:397.72 10:398.13
0 1:54.00 2:15807.00 3:169089.59 4:216.29 5:330.61 6:358.78 7:420.81 8:391.38 9:406.29 10:360.50
0 1:135.00 2:15796.00 3:169684.75 4:904.32 5:428.35 6:392.95 7:702.65 8:450.70 9:549.36 10:581.64
0 1:67.00 2:15836.00 3:163343.59 4:116.98 5:470.95 6:315.89 7:429.92 8:278.04 9:472.94 10:403.14
0 1:60.00 2:15833.00 3:165302.70 4:311.65 5:261.11 6:407.75 7:381.63 8:415.53 9:385.42 10:352.06
0 1:69.00 2:15821.00 3:166786.05 4:410.01 5:420.94 6:283.09 7:334.64 8:379.95 9:504.99 10:511.21
0 1:64.00 2:15831.00 3:166986.20 4:336.49 5:344.92 6:326.79 7:400.27 8:456.64 9:434.23 10:348.62
0 1:109.00 2:15829.00 3:165202.88 4:219.77 5:347.28 6:363.62 7:402.30 8:544.14 9:431.70 10:648.70
0 1:121.00 2:15794.00 3:171310.89 4:1184.77 5:589.72 6:365.50 7:551.30 8:329.15 9:642.62 10:612.94
0 1:62.00 2:15807.00 3:170849.38 4:284.85 5:401.09 6:327.54 7:429.13 8:397.47 9:440.36 10:380.49
0 1:54.00 2:15813.00 3:170259.94 4:249.42 5:285.51 6:363.35 7:428.25 8:460.02 9:395.69 10:467.83
0 1:56.00 2:15819.00 3:169982.72 4:272.21 5:344.04 6:309.07 7:438.38 8:410.60 9:350.37 10:388.77
0 1:57.00 2:15822.00 3:170258.70 4:234.68 5:272.00 6:425.23 7:378.17 8:433.01 9:359.33 10:477.20
0 1:58.00 2:15816.00 3:170753.89 4:167.49 5:347.56 6:334.93 7:407.58 8:446.56 9:415.51 10:481.53
0 1:92.00 2:15824.00 3:170371.08 4:571.49 5:316.71 6:472.57 7:403.08 8:362.40 9:406.69 10:531.74
0 1:61.00 2:15842.00 3:167586.50 4:320.14 5:320.99 6:412.86 7:448.09 8:431.02 9:443.26 10:394.17
0 1:86.00 2:15837.00 3:169141.70 4:184.48 5:305.83 6:384.42 7:442.26 8:429.39 9:300.47 10:565.70
0 1:70.00 2:15831.00 3:170246.67 4:243.27 5:424.73 6:501.74 7:308.40 8:454.29 9:536.54 10:586.83
0 1:70.00 2:15809.00 3:172429.83 4:362.07 5:339.11 6:473.86 7:547.05 8:437.92 9:586.99 10:381.94
0 1:160.00 2:15797.00 3:175882.83 4:966.88 5:507.92 6:859.01 7:783.50 8:522.14 9:556.13 10:829.03
0 1:69.00 2:15834.00 3:170481.20 4:464.47 5:278.08 6:490.61 7:340.00 8:401.18 9:430.93 10:412.95
0 1:58.00 2:15838.00 3:169887.72 4:280.74 5:271.62 6:332.27 7:344.59 8:466.56 9:384.71 10:415.65
0 1:61.00 2:15836.00 3:170314.98 4:241.03 5:346.98 6:304.49 7:344.49 8:508.31 9:406.04 10:466.87
0 1:75.00 2:15786.00 3:176973.25 4:315.39 5:374.74 6:261.76 7:460.76 8:437.30 9:476.41 10:452.24
0 1:139.00 2:15825.00 3:169326.39 4:798.36 5:607.39 6:430.99 7:846.20 8:338.10 9:989.67 10:432.60
0 1:66.00 2:15841.00 3:168729.83 4:369.16 5:494.69 6:376.33 7:417.52 8:365.12 9:467.57 10:348.85
0 1:64.00 2:15844.00 3:168604.36 4:286.91 5:375.47 6:371.74 7:408.88 8:538.22 9:423.34 10:454.78
0 1:75.00 2:15834.00 3:168359.75 4:193.99 5:342.40 6:300.70 7:437.90 8:392.57 9:315.80 10:530.80
0 1:106.00 2:15776.00 3:177387.02 4:410.19 5:327.05 6:359.04 7:419.20 8:720.74 9:780.22 10:833.92
0 1:62.00 2:15776.00 3:176958.30 4:213.57 5:472.14 6:428.54 7:370.80 8:463.27 9:443.23 10:438.33
0 1:73.00 2:15787.00 3:176100.25 4:225.81 5:304.73 6:369.56 7:484.61 8:427.17 9:440.08 10:602.53
0 1:115.00 2:15812.00 3:173783.08 4:753.61 5:392.58 6:636.34 7:1095.23 8:700.74 9:554.85 10:985.78
0 1:59.00 2:15830.00 3:170250.34 4:161.48 5:357.37 6:319.90 7:430.46 8:422.86 9:362.12 10:532.67
0 1:56.00 2:15812.00 3:171091.42 4:230.07 5:366.39 6:388.40 7:352.90 8:412.61 9:437.14 10:504.71
0 1:57.00 2:15820.00 3:170178.31 4:262.36 5:287.43 6:454.28 7:373.16 8:411.47 9:483.40 10:325.58
0 1:53.00 2:15818.00 3:170525.84 4:203.74 5:329.26 6:405.79 7:433.71 8:458.28 9:412.58 10:435.02
0 1:57.00 2:15824.00 3:169926.97 4:198.02 5:287.36 6:386.73 7:457.65 8:451.27 9:394.16 10:440.94
0 1:55.00 2:15820.00 3:170575.08 4:204.65 5:355.40 6:456.61 7:345.84 8:389.09 9:468.81 10:413.47
0 1:57.00 2:15821.00 3:170115.61 4:187.24 5:400.01 6:374.55 7:387.68 8:386.34 9:466.70 10:417.01
0 1:53.00 2:15825.00 3:170299.19 4:239.98 5:314.55 6:393.81 7:344.84 8:403.92 9:444.74 10:388.73
0 1:66.00 2:15820.00 3:170291.84 4:168.91 5:370.91 6:350.21 7:464.22 8:397.00 9:410.75 10:318.66
0 1:143.00 2:15758.00 3:180785.02 4:689.46 5:192.52 6:519.62 7:442.65 8:502.74 9:617.66 10:677.55
0 1:66.00 2:15754.00 3:179336.50 4:359.57 5:330.68 6:517.31 7:359.84 8:440.11 9:431.51 10:434.36
0 1:250.00 2:15853.00 3:168853.31 4:606.67 5:658.66 6:363.98 7:734.83 8:611.66 9:624.22 10:378.26
0 1:111.00 2:15953.00 3:149341.20 4:516.47 5:528.89 6:532.54 7:590.75 8:396.92 9:767.26 10:561.42
0 1:61.00 2:15949.00 3:150304.98 4:232.75 5:399.48 6:395.52 7:348.74 8:340.92 9:343.76 10:418.84
0 1:58.00 2:15954.00 3:150190.45 4:197.04 5:428.50 6:267.99 7:360.97 8:318.08 9:377.67 10:423.11
0 1:55.00 2:15950.00 3:150944.78 4:230.46 5:316.49 6:246.34 7:367.43 8:426.83 9:360.48 10:407.04
0 1:57.00 2:15947.00 3:150719.80 4:206.95 5:335.36 6:314.55 7:381.92 8:279.98 9:448.04 10:375.10
0 1:113.00 2:15933.00 3:150941.69 4:235.81 5:271.99 6:401.06 7:442.21 8:329.22 9:540.20 10:506.37
0 1:99.00 2:15919.00 3:153361.27 4:522.83 5:508.54 6:397.48 7:444.64 8:374.76 9:332.68 10:319.61
0 1:68.00 2:15919.00 3:153044.09 4:242.25 5:326.82 6:344.23 7:323.17 8:348.85 9:401.61 10:373.56
0 1:62.00 2:15922.00 3:152722.02 4:232.56 5:345.80 6:320.70 7:385.63 8:326.04 9:360.54 10:404.15
0 1:54.00 2:15901.00 3:153201.88 4:196.42 5:392.98 6:412.89 7:318.38 8:416.08 9:362.22 10:369.39
0 1:55.00 2:15903.00 3:152406.08 4:155.70 5:288.31 6:336.35 7:444.30 8:356.23 9:325.16 10:478.53
0 1:55.00 2:15907.00 3:152119.42 4:268.73 5:298.77 6:335.35 7:306.55 8:435.74 9:361.98 10:317.14
0 1:56.00 2:15910.00 3:152890.08 4:256.35 5:293.42 6:324.96 7:301.44 8:380.25 9:403.73 10:356.49
0 1:57.00 2:15924.00 3:151803.78 4:171.84 5:329.16 6:412.24 7:243.93 8:431.10 9:299.26 10:398.67
0 1:55.00 2:15925.00 3:151682.97 4:158.85 5:291.90 6:445.68 7:323.13 8:395.13 9:295.12 10:392.55
0 1:55.00 2:15927.00 3:151377.22 4:150.10 5:303.55 6:311.99 7:426.35 8:344.33 9:430.35 10:280.46
0 1:54.00 2:15920.00 3:151103.83 4:178.56 5:300.64 6:297.72 7:363.01 8:397.65 9:314.71 10:411.78
0 1:54.00 2:15927.00 3:151416.17 4:256.86 5:273.02 6:394.84 7:324.90 8:331.03 9:362.49 10:355.52
0 1:55.00 2:15933.00 3:150826.45 4:212.18 5:282.54 6:303.11 7:396.72 8:375.45 9:422.55 10:338.47
0 1:56.00 2:15921.00 3:150953.14 4:223.78 5:288.29 6:298.36 7:437.67 8:397.13 9:303.00 10:340.36
0 1:61.00 2:15933.00 3:151076.25 4:311.87 5:338.42 6:350.80 7:387.26 8:376.30 9:347.14 10:428.43
0 1:55.00 2:15934.00 3:150766.67 4:232.95 5:277.39 6:395.33 7:345.34 8:418.37 9:342.35 10:384.78
0 1:54.00 2:15932.00 3:150920.80 4:165.90 5:295.28 6:405.85 7:310.44 8:371.00 9:359.90 10:424.12
0 1:53.00 2:15925.00 3:150644.14 4:239.57 5:248.91 6:311.22 7:369.15 8:359.00 9:439.84 10:299.24
0 1:54.00 2:15932.00 3:150695.13 4:175.64 5:299.54 6:436.80 7:337.01 8:356.56 9:391.92 10:350.49
0 1:56.00 2:15920.00 3:150449.33 4:163.91 5:310.76 6:321.16 7:421.28 8:316.71 9:322.89 10:425.45
0 1:56.00 2:15933.00 3:150417.48 4:199.61 5:312.16 6:341.06 7:289.00 8:367.82 9:345.62 10:427.23
0 1:162.00 2:15950.00 3:148660.23 4:1211.91 5:1085.34 6:374.51 7:608.15 8:791.49 9:1195.01 10:897.65
0 1:58.00 2:15954.00 3:147653.61 4:404.60 5:441.08 6:293.51 7:268.08 8:436.87 9:525.38 10:448.08
0 1:56.00 2:15952.00 3:147936.72 4:141.25 5:300.57 6:317.09 7:363.94 8:375.89 9:291.03 10:384.27
0 1:55.00 2:15944.00 3:147536.64 4:285.32 5:218.07 6:376.94 7:318.92 8:399.46 9:323.85 10:406.63
0 1:57.00 2:15950.00 3:146899.30 4:272.25 5:256.16 6:363.04 7:380.46 8:355.04 9:380.48 10:325.01
0 1:2785.00 2:15500.00 3:162219.02 4:4867.36 5:2692.87 6:2469.25 7:1151.03 8:2092.15 9:1675.60 10:1553.51
0 1:3779.00 2:14186.00 3:312822.00 4:10846.46 5:10413.10 6:4624.79 7:3241.30 8:900.82 9:2077.52 10:3453.12
0 1:903.00 2:15338.00 3:236335.61 4:4415.17 5:3302.38 6:7114.86 7:5213.28 8:7154.70 9:4741.33 10:3515.37
0 1:143.00 2:15573.00 3:199370.48 4:589.38 5:486.67 6:411.36 7:550.70 8:411.41 9:524.18 10:589.87
0 1:2269.00 2:14946.00 3:231756.52 4:5053.86 5:2040.23 6:3303.26 7:1962.62 8:568.01 9:1495.12 10:1594.24
0 1:2286.00 2:14335.00 3:299391.34 4:3256.02 5:7236.43 6:5248.17 7:6384.33 8:1985.31 9:1487.40 10:2344.08
0 1:250.00 2:15394.00 3:230975.58 4:551.19 5:446.75 6:854.98 7:395.36 8:683.68 9:749.06 10:871.90
0 1:58.00 2:15412.00 3:227090.88 4:233.79 5:501.44 6:540.78 7:490.65 8:570.13 9:570.35 10:475.08
0 1:58.00 2:15408.00 3:227827.08 4:259.38 5:477.62 6:452.57 7:533.33 8:598.12 9:496.69 10:609.74
0 1:57.00 2:15418.00 3:226637.30 4:238.77 5:424.82 6:540.40 7:526.89 8:516.70 9:606.43 10:514.12
0 1:80.00 2:15416.00 3:227170.38 4:358.31 5:503.14 6:405.87 7:525.98 8:545.04 9:583.04 10:531.88
0 1:62.00 2:15421.00 3:227293.55 4:272.30 5:424.81 6:545.06 7:492.83 8:522.90 9:590.26 10:510.78
0 1:58.00 2:15426.00 3:227361.83 4:242.49 5:526.26 6:428.07 7:538.13 8:510.67 9:564.64 10:564.00
0 1:146.00 2:15429.00 3:227364.86 4:255.80 5:710.87 6:1289.84 7:725.11 8:1043.36 9:728.56 10:527.81
0 1:85.00 2:15465.00 3:223696.77 4:294.39 5:466.45 6:443.07 7:550.51 8:507.08 9:521.88 10:531.08
0 1:57.00 2:15469.00 3:223024.69 4:262.05 5:489.69 6:482.09 7:452.32 8:580.84 9:507.68 10:533.34
0 1:57.00 2:15471.00 3:223216.42 4:200.16 5:447.37 6:483.96 7:531.89 8:499.90 9:590.74 10:498.56
0 1:60.00 2:15478.00 3:221936.52 4:228.98 5:473.36 6:464.63 7:556.30 8:520.36 9:546.06 10:512.72
0 1:55.00 2:15464.00 3:222032.42 4:252.70 5:468.36 6:450.04 7:542.30 8:540.85 9:482.52 10:580.91
0 1:55.00 2:15473.00 3:221689.83 4:303.07 5:481.96 6:527.06 7:479.71 8:542.91 9:488.14 10:542.51
0 1:55.00 2:15465.00 3:221803.77 4:243.14 5:408.92 6:520.47 7:545.10 8:518.03 9:473.71 10:538.47
0 1:57.00 2:15462.00 3:221169.56 4:261.94 5:492.11 6:465.65 7:533.11 8:529.91 9:487.83 10:530.48
0 1:56.00 2:15469.00 3:221294.27 4:260.80 5:467.68 6:493.69 7:440.02 8:571.07 9:531.80 10:524.43
0 1:54.00 2:15471.00 3:221043.31 4:229.71 5:475.24 6:461.27 7:606.69 8:465.95 9:539.01 10:590.31
0 1:55.00 2:15477.00 3:221024.98 4:200.82 5:478.83 6:482.66 7:533.07 8:542.60 9:542.69 10:491.14
0 1:56.00 2:15480.00 3:221035.50 4:229.41 5:521.17 6:390.56 7:518.89 8:530.39 9:565.15 10:540.46
0 1:56.00 2:15478.00 3:220965.48 4:252.35 5:515.69 6:442.34 7:506.63 8:519.30 9:487.47 10:549.39
0 1:55.00 2:15468.00 3:220658.52 4:236.16 5:485.86 6:454.72 7:491.81 8:563.16 9:521.51 10:538.96
0 1:56.00 2:15473.00 3:220820.89 4:246.92 5:477.46 6:408.65 7:515.63 8:551.47 9:467.32 10:580.69
0 1:54.00 2:15481.00 3:220713.45 4:311.03 5:399.62 6:476.38 7:588.59 8:531.74 9:476.51 10:500.61
0 1:136.00 2:15458.00 3:221342.19 4:707.81 5:494.69 6:457.79 7:481.40 8:523.41 9:581.98 10:455.15
0 1:128.00 2:15480.00 3:220138.00 4:748.33 5:307.98 6:559.84 7:657.67 8:536.85 9:537.88 10:478.16
0 1:70.00 2:15480.00 3:221218.45 4:153.89 5:458.13 6:539.07 7:551.40 8:536.38 9:525.63 10:653.87
0 1:71.00 2:15481.00 3:220498.92 4:304.52 5:447.71 6:481.53 7:568.29 8:596.58 9:446.84 10:547.35
0 1:58.00 2:15482.00 3:220336.11 4:271.24 5:484.87 6:462.71 7:521.59 8:521.64 9:566.66 10:512.71
0 1:58.00 2:15478.00 3:221032.63 4:261.85 5:409.33 6:445.46 7:577.03 8:476.76 9:642.21 10:466.44
0 1:77.00 2:15485.00 3:219113.88 4:257.57 5:483.68 6:487.75 7:508.90 8:437.37 9:616.72 10:485.22
0 1:63.00 2:15473.00 3:220191.75 4:345.91 5:448.77 6:496.57 7:542.63 8:460.68 9:522.14 10:601.05
0 1:65.00 2:15476.00 3:218906.44 4:327.83 5:362.42 6:497.20 7:516.32 8:459.84 9:573.36 10:553.94
0 1:70.00 2:15483.00 3:218400.56 4:343.35 5:498.46 6:535.54 7:513.10 8:500.66 9:593.65 10:523.31
0 1:64.00 2:15473.00 3:219720.88 4:385.74 5:406.82 6:460.77 7:592.44 8:476.75 9:469.49 10:561.86
0 1:97.00 2:15469.00 3:220418.89 4:271.41 5:234.45 6:615.34 7:540.84 8:534.60 9:690.74 10:571.58
0 1:66.00 2:15476.00 3:219290.05 4:329.02 5:401.16 6:551.54 7:458.58 8:520.28 9:607.75 10:527.97
0 1:60.00 2:15474.00 3:219588.31 4:322.13 5:494.33 6:488.85 7:424.68 8:543.54 9:558.61 10:558.27
0 1:77.00 2:15487.00 3:218164.75 4:487.97 5:461.04 6:444.13 7:576.22 8:561.05 9:455.57 10:579.02
0 1:58.00 2:15487.00 3:217631.52 4:291.87 5:454.81 6:584.67 7:444.10 8:550.61 9:491.74 10:534.03
0 1:57.00 2:15489.00 3:216966.73 4:209.77 5:483.83 6:434.70 7:531.14 8:539.48 9:519.83 10:532.92
0 1:58.00 2:15494.00 3:216433.05 4:251.92 5:454.65 6:448.74 7:509.14 8:534.56 9:489.33 10:576.48
0 1:56.00 2:15492.00 3:216215.06 4:285.82 5:456.62 6:409.74 7:488.51 8:520.98 9:533.48 10:535.67
0 1:57.00 2:15492.00 3:215804.38 4:222.85 5:464.82 6:429.14 7:593.29 8:489.37 9:517.01 10:464.63
0 1:57.00 2:15496.00 3:215989.06 4:395.54 5:430.14 6:590.86 7:534.67 8:447.34 9:542.93 10:491.63
0 1:56.00 2:15505.00 3:216277.44 4:247.95 5:475.83 6:512.98 7:477.56 8:521.57 9:562.97 10:468.97
0 1:55.00 2:15509.00 3:216000.38 4:262.14 5:398.28 6:462.65 7:505.25 8:561.17 9:479.64 10:539.23
0 1:56.00 2:15503.00 3:215894.36 4:251.46 5:455.32 6:483.87 7:554.54 8:494.80 9:527.78 10:524.09
0 1:54.00 2:15496.00 3:215635.48 4:227.84 5:430.52 6:484.30 7:504.93 8:508.18 9:479.96 10:540.83
0 1:55.00 2:15500.00 3:215881.52 4:278.25 5:401.29 6:500.59 7:540.55 8:419.71 9:596.68 10:457.77
0 1:55.00 2:15497.00 3:215576.13 4:290.22 5:483.67 6:450.36 7:498.67 8:433.08 9:583.87 10:515.38
0 1:56.00 2:15490.00 3:215737.98 4:270.30 5:445.60 6:462.26 7:523.69 8:475.70 9:532.25 10:537.25
0 1:56.00 2:15493.00 3:215827.98 4:312.12 5:307.47 6:538.30 7:484.26 8:589.56 9:473.66 10:515.76
0 1:55.00 2:15491.00 3:216508.48 4:262.63 5:391.38 6:500.90 7:507.55 8:540.56 9:430.64 10:570.57
0 1:56.00 2:15482.00 3:216443.63 4:195.20 5:454.32 6:481.66 7:513.49 8:449.94 9:563.64 10:503.01
0 1:59.00 2:15483.00 3:217276.98 4:309.53 5:394.22 6:455.67 7:472.68 8:524.77 9:532.04 10:563.14
0 1:56.00 2:15487.00 3:216413.55 4:272.76 5:497.65 6:422.22 7:462.25 8:549.89 9:533.47 10:539.93
0 1:245.00 2:15504.00 3:215808.42 4:1313.44 5:1047.62 6:769.73 7:710.03 8:926.89 9:1370.01 10:1049.71
0 1:103.00 2:15556.00 3:207076.95 4:366.64 5:356.94 6:497.14 7:481.09 8:480.78 9:478.18 10:570.95
0 1:58.00 2:15552.00 3:207182.61 4:291.15 5:340.75 6:464.14 7:517.40 8:499.44 9:484.51 10:492.91
0 1:56.00 2:15551.00 3:206787.89 4:237.04 5:445.80 6:453.78 7:472.95 8:463.79 9:540.85 10:472.99
0 1:57.00 2:15554.00 3:206648.63 4:161.66 5:535.34 6:430.20 7:444.05 8:545.13 9:423.49 10:534.10
0 1:57.00 2:15564.00 3:206277.30 4:314.77 5:436.79 6:458.91 7:419.67 8:530.91 9:494.45 10:470.44
0 1:111.00 2:15577.00 3:206685.33 4:1314.48 5:848.27 6:774.55 7:737.46 8:1092.41 9:921.85 10:1169.46
0 1:149.00 2:15575.00 3:205939.92 4:416.83 5:166.15 6:409.90 7:636.58 8:511.64 9:421.93 10:668.41
0 1:112.00 2:15538.00 3:212588.64 4:466.18 5:571.32 6:398.91 7:543.09 8:486.65 9:458.44 10:577.70
0 1:59.00 2:15549.00 3:209298.25 4:180.22 5:440.59 6:403.61 7:519.77 8:530.28 9:510.10 10:485.22
0 1:58.00 2:15557.00 3:208729.89 4:256.03 5:439.65 6:435.80 7:502.46 8:545.48 9:447.44 10:514.27
0 1:57.00 2:15559.00 3:208060.63 4:206.06 5:440.95 6:464.04 7:428.20 8:525.91 9:494.93 10:544.03
0 1:55.00 2:15553.00 3:208108.73 4:282.77 5:365.13 6:510.22 7:470.69 8:515.54 9:476.71 10:501.33
0 1:57.00 2:15554.00 3:207352.45 4:298.63 5:423.55 6:389.21 7:458.62 8:476.08 9:597.24 10:498.42
0 1:55.00 2:15557.00 3:207136.36 4:221.58 5:391.80 6:457.56 7:526.78 8:515.73 9:463.80 10:468.37
0 1:55.00 2:15560.00 3:206732.67 4:243.71 5:386.76 6:484.57 7:481.68 8:460.45 9:551.93 10:459.23
0 1:58.00 2:15560.00 3:206695.13 4:237.01 5:389.49 6:450.75 7:489.00 8:394.87 9:518.64 10:566.80
0 1:58.00 2:15567.00 3:206300.27 4:259.35 5:389.88 6:549.26 7:449.04 8:494.14 9:518.56 10:466.60
0 1:59.00 2:15565.00 3:206494.14 4:258.75 5:405.55 6:425.11 7:514.65 8:577.51 9:459.22 10:508.46
0 1:145.00 2:15567.00 3:210458.02 4:929.45 5:561.48 6:432.62 7:601.99 8:562.41 9:478.66 10:1108.66
0 1:64.00 2:15565.00 3:208241.70 4:247.31 5:371.25 6:496.96 7:424.12 8:536.24 9:542.69 10:462.80
0 1:61.00 2:15559.00 3:209013.45 4:331.69 5:387.41 6:442.17 7:517.85 8:512.62 9:479.86 10:465.06
0 1:58.00 2:15564.00 3:208747.73 4:230.41 5:407.73 6:398.42 7:500.74 8:503.17 9:463.89 10:643.79
0 1:63.00 2:15571.00 3:207732.31 4:286.21 5:376.74 6:639.09 7:465.50 8:495.74 9:444.72 10:501.28
0 1:57.00 2:15566.00 3:207307.63 4:239.62 5:384.80 6:476.29 7:499.57 8:443.99 9:540.51 10:483.70
0 1:54.00 2:15570.00 3:207183.89 4:230.82 5:386.96 6:443.25 7:510.99 8:490.79 9:496.05 10:458.75
0 1:54.00 2:15555.00 3:206852.69 4:199.38 5:405.07 6:440.09 7:456.98 8:564.23 9:398.57 10:563.65
0 1:54.00 2:15560.00 3:207128.89 4:199.94 5:402.19 6:492.15 7:451.82 8:522.05 9:505.09 10:433.25
0 1:61.00 2:15568.00 3:208351.33 4:152.41 5:473.62 6:492.09 7:424.64 8:535.36 9:514.13 10:504.45
0 1:66.00 2:15544.00 3:210629.94 4:330.20 5:417.04 6:391.57 7:453.77 8:559.59 9:497.60 10:453.34
0 1:53.00 2:15539.00 3:211412.38 4:253.92 5:388.96 6:473.56 7:489.79 8:523.08 9:520.25 10:457.46
0 1:93.00 2:15532.00 3:212670.69 4:509.81 5:364.65 6:568.80 7:485.22 8:616.17 9:490.00 10:606.35
0 1:98.00 2:15519.00 3:216142.56 4:502.58 5:391.63 6:428.53 7:573.13 8:556.74 9:524.96 10:550.53
0 1:75.00 2:15520.00 3:216158.88 4:334.78 5:317.09 6:537.40 7:531.15 8:490.04 9:553.61 10:486.18
0 1:72.00 2:15529.00 3:215173.55 4:367.76 5:383.68 6:482.85 7:483.90 8:516.12 9:490.76 10:512.79
0 1:72.00 2:15521.00 3:215840.58 4:382.05 5:458.22 6:468.55 7:450.39 8:500.65 9:493.68 10:556.85
