Initializing IMU device...
Testing device connections...
CurieIMU connection successful
About to calibrate. Make sure your board is stable and upright
Starting Gyroscope calibration... Done
Starting Acceleration calibration... Done
Internal sensor offsets AFTER calibration...
-20	-44	19	3	14	-7
Enabling Gyroscope/Acceleration offset compensation
1
1
sampling period: 16000.00
n
Started timed_IMU_ISR
0 1:56.00 2:15761.00 3:104352.88 4:147.07 5:275.50 6:148.09 7:301.17 8:242.93 9:241.88 10:292.38
0 1:57.00 2:15765.00 3:104515.62 4:344.36 5:227.21 6:280.48 7:267.71 8:266.09 9:230.60 10:367.72
0 1:53.00 2:15765.00 3:104567.51 4:158.21 5:233.63 6:163.82 7:302.53 8:231.17 9:275.57 10:323.64
0 1:57.00 2:15769.00 3:104544.62 4:111.30 5:302.37 6:220.37 7:305.78 8:211.91 9:274.65 10:273.12
0 1:81.00 2:15754.00 3:105572.01 4:379.02 5:224.10 6:203.93 7:311.39 8:245.75 9:288.63 10:314.76
0 1:63.00 2:15756.00 3:104825.28 4:408.53 5:368.14 6:198.55 7:243.88 8:294.60 9:170.53 10:354.58
0 1:54.00 2:15760.00 3:104403.68 4:141.96 5:252.78 6:156.60 7:282.50 8:274.28 9:303.84 10:239.78
0 1:64.00 2:15762.00 3:104884.31 4:807.16 5:735.64 6:353.55 7:161.10 8:371.24 9:154.09 10:401.95
0 1:56.00 2:15765.00 3:104743.37 4:169.71 5:219.11 6:282.13 7:303.39 8:204.76 9:252.32 10:255.88
0 1:118.00 2:15774.00 3:104470.06 4:774.05 5:1711.39 6:1509.12 7:1410.98 8:1566.65 9:2220.20 10:2567.05
0 1:81.00 2:15766.00 3:107312.81 4:148.74 5:498.69 6:438.56 7:572.52 8:239.96 9:332.74 10:383.74
0 1:56.00 2:15772.00 3:106488.16 4:277.02 5:231.56 6:197.96 7:221.64 8:396.56 9:242.25 10:379.81
0 1:56.00 2:15766.00 3:106574.85 4:122.75 5:231.78 6:237.29 7:260.92 8:323.10 9:275.69 10:238.47
0 1:53.00 2:15772.00 3:106325.69 4:137.80 5:233.60 6:263.84 7:284.19 8:263.90 9:297.01 10:217.72
0 1:55.00 2:15773.00 3:106267.19 4:150.36 5:228.07 6:230.83 7:269.99 8:247.38 9:270.91 10:313.20
0 1:51.00 2:15775.00 3:106252.81 4:222.25 5:202.11 6:267.93 7:281.79 8:215.00 9:284.04 10:199.41
0 1:53.00 2:15771.00 3:106369.88 4:167.05 5:199.05 6:238.17 7:252.53 8:223.23 9:394.85 10:236.98
0 1:53.00 2:15768.00 3:106371.06 4:139.73 5:227.11 6:194.33 7:334.52 8:176.95 9:285.62 10:261.71
0 1:54.00 2:15765.00 3:106205.76 4:110.93 5:242.91 6:241.45 7:295.52 8:281.49 9:289.74 10:203.99
0 1:57.00 2:15765.00 3:106159.54 4:145.07 5:207.54 6:232.47 7:282.64 8:285.79 9:296.69 10:312.26
0 1:54.00 2:15766.00 3:105779.62 4:250.20 5:129.13 6:300.06 7:282.29 8:226.29 9:259.75 10:320.23
0 1:51.00 2:15770.00 3:106101.80 4:138.25 5:189.82 6:280.89 7:226.57 8:285.68 9:284.69 10:291.49
0 1:53.00 2:15772.00 3:105936.07 4:161.50 5:321.69 6:229.67 7:273.49 8:303.38 9:219.13 10:451.95
0 1:53.00 2:15775.00 3:106226.09 4:122.29 5:226.96 6:210.57 7:303.17 8:340.29 9:213.70 10:278.48
0 1:55.00 2:15776.00 3:106101.62 4:131.22 5:188.78 6:262.56 7:207.80 8:261.02 9:298.85 10:178.18
0 1:52.00 2:15778.00 3:106246.96 4:225.09 5:186.81 6:268.26 7:239.76 8:299.69 9:257.63 10:226.44
0 1:54.00 2:15779.00 3:106251.54 4:152.13 5:227.55 6:273.10 7:211.98 8:292.35 9:238.50 10:259.45
0 1:51.00 2:15772.00 3:106252.22 4:266.58 5:144.84 6:277.88 7:208.98 8:336.06 9:305.14 10:276.32
0 1:54.00 2:15770.00 3:106074.45 4:216.36 5:183.28 6:228.39 7:263.79 8:336.12 9:315.56 10:195.11
0 1:51.00 2:15772.00 3:106158.57 4:79.21 5:250.50 6:279.45 7:260.83 8:266.27 9:287.59 10:286.56
0 1:53.00 2:15764.00 3:106221.77 4:77.66 5:347.00 6:207.23 7:320.08 8:279.07 9:283.29 10:323.32
0 1:52.00 2:15770.00 3:106331.37 4:122.45 5:234.98 6:216.44 7:338.21 8:240.79 9:207.89 10:288.76
0 1:53.00 2:15767.00 3:105950.57 4:124.56 5:288.66 6:254.12 7:280.78 8:188.67 9:344.68 10:240.81
0 1:55.00 2:15769.00 3:105956.06 4:105.36 5:227.14 6:334.52 7:263.32 8:228.86 9:262.60 10:256.58
0 1:52.00 2:15773.00 3:106006.32 4:133.07 5:224.48 6:191.00 7:335.11 8:203.95 9:295.49 10:267.23
0 1:65.00 2:15778.00 3:105905.87 4:304.34 5:271.68 6:207.66 7:331.93 8:180.66 9:359.22 10:145.05
0 1:45.00 2:15775.00 3:104958.40 4:72.61 5:275.21 6:236.46 7:292.63 8:267.97 9:187.41 10:340.04
0 1:56.00 2:15773.00 3:104968.34 4:191.91 5:298.23 6:376.63 7:309.66 8:289.63 9:394.83 10:234.91
0 1:55.00 2:15777.00 3:105044.45 4:269.19 5:284.05 6:234.00 7:222.28 8:319.50 9:286.83 10:603.34
0 1:53.00 2:15784.00 3:104946.98 4:167.03 5:137.86 6:287.59 7:263.74 8:244.68 9:271.49 10:269.44
0 1:291.00 2:15791.00 3:104716.02 4:1279.38 5:2129.50 6:1546.44 7:1566.46 8:867.68 9:1430.08 10:1030.51
0 1:503.00 2:15800.00 3:90906.04 4:4133.97 5:2247.41 6:2938.12 7:3238.19 8:3708.26 9:3900.62 10:3671.62
0 1:581.00 2:15757.00 3:76130.30 4:1081.74 5:857.22 6:1021.52 7:1175.82 8:1460.72 9:1768.64 10:2417.29
0 1:1759.00 2:15776.00 3:87605.10 4:8040.40 5:13913.04 6:15914.18 7:9472.75 8:10904.00 9:1721.63 10:5804.69
0 1:1868.00 2:16384.00 3:51690.89 4:24097.52 5:10147.56 6:10239.00 7:13444.87 8:4357.32 9:4959.85 10:2107.17
0 1:214.00 2:16052.00 3:45657.06 4:858.63 5:665.38 6:801.83 7:770.09 8:357.35 9:891.36 10:721.28
0 1:83.00 2:16076.00 3:42592.68 4:251.98 5:238.95 6:164.44 7:253.43 8:178.84 9:278.19 10:308.24
0 1:84.00 2:16078.00 3:43480.47 4:328.15 5:239.82 6:506.78 7:131.63 8:205.96 9:178.04 10:445.34
0 1:59.00 2:16076.00 3:43301.21 4:160.74 5:93.88 6:177.71 7:195.32 8:130.95 9:197.98 10:170.78
0 1:91.00 2:16023.00 3:50308.15 4:783.18 5:382.75 6:180.01 7:188.64 8:263.66 9:424.98 10:258.46
0 1:53.00 2:16018.00 3:48608.86 4:76.81 5:158.38 6:178.59 7:179.35 8:149.35 9:171.42 10:126.67
0 1:134.00 2:16018.00 3:48660.61 4:1349.34 5:1467.33 6:1069.67 7:1355.34 8:1444.28 9:1419.33 10:1391.92
0 1:90.00 2:15962.00 3:57566.85 4:203.20 5:115.35 6:438.62 7:358.65 8:148.28 9:287.94 10:584.52
0 1:60.00 2:15976.00 3:57403.67 4:217.16 5:159.52 6:195.54 7:135.77 8:207.40 9:130.70 10:240.95
0 1:76.00 2:15981.00 3:58002.83 4:174.38 5:130.70 6:172.24 7:186.34 8:108.78 9:248.78 10:323.75
0 1:64.00 2:15988.00 3:57342.71 4:202.30 5:73.65 6:189.64 7:115.02 8:266.86 9:117.04 10:279.02
0 1:74.00 2:15990.00 3:57974.64 4:206.18 5:305.45 6:433.40 7:143.01 8:467.04 9:194.60 10:187.31
0 1:81.00 2:15998.00 3:58409.80 4:214.76 5:82.46 6:279.40 7:241.60 8:282.33 9:255.11 10:467.38
0 1:68.00 2:16011.00 3:58252.38 4:75.47 5:253.06 6:350.84 7:180.50 8:214.96 9:322.41 10:304.08
0 1:52.00 2:16011.00 3:57019.16 4:65.35 5:171.58 6:98.59 7:171.61 8:222.56 9:220.94 10:213.18
0 1:56.00 2:16014.00 3:55715.98 4:170.22 5:164.12 6:246.80 7:221.96 8:288.82 9:330.62 10:218.04
0 1:58.00 2:16011.00 3:55343.44 4:446.48 5:271.69 6:240.97 7:280.76 8:126.93 9:297.77 10:258.87
0 1:86.00 2:16012.00 3:55369.07 4:975.07 5:794.78 6:406.44 7:178.58 8:272.73 9:449.43 10:398.61
0 1:63.00 2:16005.00 3:54993.45 4:423.60 5:650.20 6:599.35 7:203.31 8:386.46 9:158.67 10:320.79
0 1:66.00 2:16017.00 3:55031.23 4:179.02 5:182.57 6:306.85 7:291.19 8:314.50 9:111.51 10:104.46
0 1:80.00 2:16014.00 3:57875.41 4:416.35 5:215.19 6:150.93 7:195.35 8:256.43 9:344.82 10:300.26
0 1:68.00 2:16026.00 3:57470.59 4:199.56 5:316.97 6:227.45 7:116.37 8:141.03 9:457.68 10:384.26
0 1:68.00 2:16035.00 3:56730.75 4:177.70 5:172.35 6:204.24 7:217.86 8:211.73 9:184.73 10:203.35
0 1:54.00 2:16035.00 3:56326.55 4:95.30 5:147.08 6:143.52 7:214.62 8:174.38 9:148.22 10:184.86
0 1:178.00 2:15993.00 3:69894.66 4:3593.24 5:1671.53 6:1441.42 7:2086.46 8:1100.12 9:843.47 10:1558.68
0 1:73.00 2:15982.00 3:69253.23 4:131.16 5:213.72 6:198.64 7:231.90 8:210.56 9:228.33 10:240.51
0 1:62.00 2:15991.00 3:67789.96 4:141.13 5:225.11 6:159.08 7:208.69 8:165.06 9:171.44 10:190.21
0 1:112.00 2:15995.00 3:68272.18 4:567.21 5:308.45 6:388.58 7:249.72 8:726.56 9:595.78 10:519.82
0 1:117.00 2:15982.00 3:70705.24 4:216.15 5:735.51 6:653.13 7:262.59 8:413.60 9:450.70 10:297.11
0 1:56.00 2:15994.00 3:69095.21 4:197.66 5:235.90 6:94.55 7:206.72 8:247.12 9:158.02 10:166.18
0 1:262.00 2:15973.00 3:70046.54 4:4534.48 5:1792.57 6:1025.60 7:1911.29 8:1722.41 9:379.52 10:2227.66
0 1:219.00 2:15970.00 3:68853.49 4:1653.06 5:997.08 6:408.53 7:860.68 8:965.99 9:1709.53 10:1476.87
0 1:86.00 2:15979.00 3:67035.26 4:750.68 5:724.95 6:375.96 7:326.56 8:388.77 9:510.65 10:728.50
0 1:92.00 2:15968.00 3:67967.11 4:1057.37 5:561.59 6:809.25 7:307.67 8:340.57 9:312.58 10:465.06
0 1:69.00 2:15945.00 3:70441.33 4:120.23 5:197.98 6:341.52 7:144.06 8:256.12 9:100.31 10:321.86
0 1:60.00 2:15951.00 3:67722.46 4:175.15 5:360.53 6:205.26 7:207.05 8:147.35 9:206.59 10:272.63
0 1:56.00 2:15956.00 3:67279.66 4:131.89 5:149.50 6:111.66 7:256.86 8:242.75 9:186.34 10:211.84
0 1:54.00 2:15965.00 3:67417.34 4:178.06 5:143.75 6:223.38 7:150.32 8:241.97 9:205.88 10:214.10
0 1:55.00 2:15962.00 3:67144.95 4:128.28 5:110.37 6:275.55 7:224.21 8:156.92 9:151.28 10:237.50
0 1:56.00 2:15964.00 3:66812.79 4:191.59 5:102.28 6:171.36 7:145.87 8:160.40 9:131.04 10:225.55
0 1:81.00 2:15961.00 3:68090.54 4:433.26 5:207.67 6:459.74 7:270.55 8:515.73 9:300.54 10:249.62
0 1:188.00 2:15959.00 3:68799.19 4:898.94 5:1729.86 6:3587.77 7:2539.81 8:2665.54 9:1521.95 10:2767.93
0 1:85.00 2:15976.00 3:67044.20 4:466.13 5:344.56 6:455.08 7:215.95 8:331.54 9:541.20 10:283.65
0 1:54.00 2:15969.00 3:67909.77 4:123.85 5:241.95 6:154.72 7:89.72 8:247.35 9:82.92 10:283.11
0 1:55.00 2:15972.00 3:67876.68 4:183.05 5:322.21 6:170.37 7:198.42 8:100.56 9:253.64 10:306.80
0 1:964.00 2:15857.00 3:93015.55 4:4983.28 5:6367.04 6:7571.31 7:2656.56 8:5057.11 9:7561.92 10:3617.38
0 1:272.00 2:15774.00 3:67627.34 4:704.59 5:854.45 6:613.48 7:745.82 8:803.44 9:821.89 10:1152.80
0 1:108.00 2:15845.00 3:63355.74 4:354.97 5:546.05 6:512.20 7:243.30 8:218.64 9:355.78 10:476.69
0 1:423.00 2:15825.00 3:64832.91 4:2240.60 5:3623.57 6:3738.20 7:2468.76 8:1829.29 9:1990.56 10:1516.11
0 1:428.00 2:15676.00 3:70542.18 4:1889.74 5:3459.35 6:2624.93 7:1247.76 8:2315.55 9:2106.54 10:2370.54
0 1:558.00 2:15635.00 3:91822.82 4:2716.12 5:1487.13 6:1312.66 7:1702.44 8:1105.31 9:2153.26 10:1483.58
0 1:64.00 2:15593.00 3:96389.88 4:312.31 5:286.49 6:583.07 7:290.08 8:358.27 9:260.74 10:458.80
0 1:53.00 2:15587.00 3:97149.27 4:200.13 5:274.36 6:307.20 7:295.47 8:215.02 9:358.54 10:181.34
0 1:53.00 2:15581.00 3:97047.55 4:133.56 5:87.64 6:306.38 7:308.65 8:177.11 9:292.44 10:198.28
0 1:53.00 2:15585.00 3:96886.41 4:115.11 5:210.55 6:310.97 7:172.36 8:227.85 9:280.15 10:279.64
0 1:53.00 2:15586.00 3:96966.73 4:96.76 5:242.31 6:209.66 7:218.68 8:336.42 9:271.45 10:285.93
0 1:53.00 2:15587.00 3:97234.91 4:243.40 5:336.94 6:177.74 7:341.08 8:230.30 9:255.24 10:237.42
0 1:54.00 2:15583.00 3:97107.66 4:124.94 5:208.20 6:266.53 7:264.46 8:319.99 9:203.54 10:203.39
0 1:53.00 2:15587.00 3:97143.01 4:69.37 5:174.07 6:249.98 7:269.86 8:279.65 9:280.36 10:177.55
0 1:71.00 2:15559.00 3:98284.09 4:605.95 5:512.79 6:644.38 7:387.39 8:430.52 9:425.91 10:368.57
0 1:60.00 2:15550.00 3:98421.52 4:169.87 5:313.14 6:144.35 7:338.78 8:226.11 9:305.91 10:181.19
0 1:61.00 2:15554.00 3:98479.88 4:197.27 5:170.92 6:205.81 7:234.93 8:330.05 9:303.40 10:184.70
0 1:54.00 2:15562.00 3:98248.34 4:139.10 5:302.97 6:208.79 7:217.86 8:202.91 9:329.10 10:191.82
0 1:57.00 2:15567.00 3:98021.51 4:141.26 5:226.60 6:176.87 7:267.50 8:238.07 9:268.42 10:205.41
0 1:54.00 2:15572.00 3:97709.95 4:229.09 5:326.47 6:168.40 7:248.05 8:231.58 9:306.46 10:240.48
0 1:58.00 2:15576.00 3:97606.05 4:158.00 5:278.80 6:137.91 7:229.68 8:243.45 9:309.67 10:375.19
0 1:54.00 2:15578.00 3:97026.99 4:177.65 5:248.13 6:338.20 7:377.93 8:265.81 9:248.84 10:466.39
0 1:58.00 2:15582.00 3:96933.73 4:492.06 5:192.97 6:216.44 7:261.66 8:281.26 9:206.53 10:346.41
0 1:53.00 2:15577.00 3:97316.91 4:271.16 5:263.91 6:346.48 7:186.86 8:224.43 9:332.70 10:250.54
0 1:60.00 2:15570.00 3:97425.76 4:211.10 5:145.38 6:385.58 7:248.46 8:319.95 9:226.47 10:199.82
0 1:52.00 2:15583.00 3:96946.82 4:127.92 5:203.25 6:238.56 7:292.52 8:146.42 9:308.89 10:291.94
0 1:55.00 2:15584.00 3:97298.71 4:111.75 5:356.95 6:263.65 7:185.78 8:204.00 9:281.99 10:204.41
0 1:52.00 2:15583.00 3:97371.22 4:114.07 5:172.60 6:296.41 7:263.45 8:254.79 9:239.56 10:298.00
0 1:54.00 2:15585.00 3:97758.10 4:201.50 5:109.70 6:428.79 7:170.02 8:401.89 9:363.24 10:277.95
0 1:53.00 2:15580.00 3:97784.03 4:117.27 5:277.90 6:305.18 7:180.61 8:268.60 9:300.11 10:248.88
0 1:55.00 2:15581.00 3:97857.35 4:212.23 5:196.87 6:275.18 7:301.08 8:305.56 9:227.20 10:208.84
0 1:54.00 2:15580.00 3:97339.65 4:145.46 5:178.33 6:279.91 7:296.21 8:366.89 9:267.71 10:261.03
0 1:55.00 2:15586.00 3:97567.99 4:129.60 5:306.90 6:233.92 7:302.82 8:247.32 9:143.02 10:414.92
0 1:53.00 2:15586.00 3:97465.47 4:100.13 5:217.08 6:299.56 7:318.43 8:162.52 9:242.95 10:248.52
0 1:55.00 2:15579.00 3:97501.65 4:178.21 5:215.85 6:231.34 7:291.07 8:249.39 9:315.50 10:244.27
0 1:53.00 2:15576.00 3:97475.84 4:131.68 5:269.18 6:285.71 7:234.24 8:188.23 9:224.43 10:252.37
0 1:52.00 2:15578.00 3:97619.66 4:83.66 5:177.47 6:273.93 7:268.03 8:260.47 9:232.86 10:248.76
0 1:55.00 2:15578.00 3:97450.91 4:79.21 5:279.32 6:255.61 7:246.41 8:132.27 9:332.75 10:239.70
0 1:74.00 2:15571.00 3:99748.80 4:411.65 5:487.66 6:453.81 7:373.05 8:360.03 9:614.29 10:634.82
0 1:474.00 2:15545.00 3:95099.29 4:1556.42 5:2730.00 6:1772.49 7:1852.51 8:2082.05 9:1895.61 10:992.16
0 1:69.00 2:15528.00 3:98649.95 4:200.10 5:376.01 6:342.62 7:377.06 8:252.66 9:281.79 10:386.99
0 1:56.00 2:15533.00 3:98538.48 4:187.93 5:244.68 6:126.87 7:351.39 8:290.18 9:230.47 10:263.19
0 1:60.00 2:15534.00 3:97801.69 4:273.38 5:347.45 6:376.03 7:264.43 8:195.36 9:307.83 10:309.44
0 1:56.00 2:15539.00 3:97908.59 4:203.73 5:221.62 6:168.07 7:262.48 8:207.98 9:314.57 10:210.63
0 1:53.00 2:15544.00 3:97827.35 4:98.58 5:249.89 6:244.08 7:286.33 8:237.18 9:247.19 10:193.07
0 1:53.00 2:15549.00 3:97822.93 4:103.34 5:226.72 6:196.08 7:337.91 8:252.46 9:226.81 10:277.63
0 1:73.00 2:15525.00 3:98843.77 4:171.94 5:206.10 6:269.92 7:232.59 8:226.85 9:241.02 10:233.96
0 1:69.00 2:15527.00 3:99536.38 4:288.55 5:307.73 6:369.45 7:281.52 8:261.37 9:275.98 10:538.29
0 1:62.00 2:15531.00 3:99142.94 4:111.29 5:224.68 6:249.64 7:221.31 8:228.45 9:359.42 10:303.05
0 1:58.00 2:15542.00 3:99025.32 4:244.42 5:207.99 6:251.10 7:185.46 8:229.65 9:340.12 10:216.88
0 1:51.00 2:15541.00 3:98921.04 4:101.61 5:300.41 6:187.99 7:217.37 8:297.97 9:257.78 10:225.81
0 1:55.00 2:15544.00 3:98892.04 4:197.04 5:142.28 6:337.59 7:298.06 8:166.30 9:312.86 10:308.67
0 1:663.00 2:15576.00 3:94688.78 4:3456.92 5:2257.30 6:796.83 7:1280.37 8:1482.27 9:1101.36 10:571.42
0 1:3556.00 2:15564.00 3:90054.24 4:34764.35 5:17132.28 6:15475.32 7:8915.48 8:9022.61 9:11256.10 10:8656.02
0 1:2175.00 2:15665.00 3:118706.59 4:5067.53 5:4492.06 6:2767.36 7:4374.42 8:6414.73 9:8741.92 10:3707.87
0 1:2036.00 2:15183.00 3:191637.58 4:8491.15 5:4876.36 6:16723.50 7:20122.53 8:12632.38 9:20165.48 10:26356.66
0 1:3144.00 2:15528.00 3:124959.88 4:16713.13 5:7345.61 6:19575.05 7:14395.78 8:14106.29 9:5892.23 10:6591.97
0 1:3395.00 2:15123.00 3:180157.73 4:32052.79 5:19007.37 6:10443.76 7:16357.82 8:22270.76 9:11432.07 10:5987.11
0 1:2067.00 2:14981.00 3:216899.20 4:25653.58 5:10665.73 6:4068.50 7:6381.04 8:2796.69 9:2721.29 10:2298.53
0 1:1130.00 2:14675.00 3:215991.81 4:5303.70 5:6269.52 6:2880.96 7:8281.61 8:2636.58 9:1932.80 10:1067.52
0 1:1226.00 2:15130.00 3:164528.73 4:2913.99 5:3650.40 6:2007.31 7:1642.24 8:3108.15 9:6367.80 10:4874.59
0 1:1524.00 2:14845.00 3:185046.23 4:9137.00 5:11602.85 6:6166.45 7:9002.18 8:6325.04 9:4384.39 10:2213.14
0 1:1049.00 2:14307.00 3:197000.98 4:1332.53 5:1089.15 6:4592.57 7:2985.54 8:4682.21 9:4381.61 10:4686.69
0 1:216.00 2:14182.00 3:219675.42 4:722.91 5:744.34 6:766.70 7:551.17 8:969.55 9:693.85 10:1265.61
0 1:312.00 2:14117.00 3:225583.69 4:1207.03 5:1070.11 6:1144.45 7:455.99 8:770.39 9:1902.35 10:651.93
0 1:290.00 2:14122.00 3:228213.70 4:406.29 5:407.27 6:855.03 7:549.46 8:661.53 9:625.11 10:1317.67
0 1:76.00 2:14177.00 3:223433.33 4:351.15 5:536.77 6:428.96 7:498.98 8:507.26 9:617.82 10:566.52
0 1:61.00 2:14176.00 3:223003.73 4:230.09 5:470.93 6:678.85 7:429.46 8:680.96 9:486.26 10:502.98
0 1:59.00 2:14173.00 3:223832.58 4:255.88 5:372.34 6:607.79 7:451.31 8:522.67 9:532.61 10:688.79
0 1:74.00 2:14163.00 3:224470.92 4:343.93 5:244.64 6:655.58 7:522.09 8:842.04 9:1132.87 10:453.87
0 1:69.00 2:14160.00 3:226556.77 4:300.22 5:527.87 6:533.37 7:509.59 8:468.75 9:585.61 10:829.04
0 1:116.00 2:14150.00 3:225106.48 4:807.66 5:594.86 6:766.76 7:823.08 8:627.08 9:457.77 10:756.80
0 1:149.00 2:14175.00 3:230463.20 4:621.30 5:1330.42 6:902.25 7:936.64 8:773.80 9:1002.87 10:1091.01
0 1:1706.00 2:14512.00 3:210660.13 4:2353.48 5:2842.22 6:2846.39 7:2808.85 8:1955.28 9:4217.40 10:5192.83
0 1:323.00 2:15211.00 3:174361.13 4:1626.98 5:1207.23 6:606.70 7:1251.00 8:1610.56 9:1371.22 10:713.09
0 1:82.00 2:15210.00 3:174780.83 4:241.76 5:354.76 6:364.52 7:407.84 8:458.83 9:459.94 10:316.15
0 1:61.00 2:15216.00 3:175038.08 4:230.06 5:290.32 6:489.60 7:450.76 8:387.80 9:458.59 10:410.51
0 1:64.00 2:15215.00 3:174191.39 4:117.92 5:544.91 6:282.14 7:485.45 8:370.80 9:517.60 10:382.31
0 1:55.00 2:15214.00 3:174975.13 4:268.54 5:275.23 6:481.79 7:444.12 8:443.78 9:377.40 10:456.09
0 1:124.00 2:15247.00 3:172562.33 4:771.91 5:991.32 6:929.69 7:171.60 8:937.17 9:364.73 10:720.09
0 1:91.00 2:15278.00 3:168801.86 4:823.91 5:607.69 6:348.52 7:804.84 8:596.03 9:835.83 10:1165.88
0 1:69.00 2:15275.00 3:169839.13 4:280.57 5:483.36 6:392.73 7:538.05 8:439.85 9:596.31 10:227.09
0 1:154.00 2:15272.00 3:169182.73 4:349.04 5:410.12 6:438.70 7:578.39 8:595.65 9:599.11 10:545.87
0 1:388.00 2:15278.00 3:173883.45 4:1844.30 5:1257.38 6:1031.28 7:1279.76 8:1210.61 9:2353.10 10:3369.27
0 1:124.00 2:15299.00 3:169489.75 4:419.01 5:397.13 6:486.53 7:257.23 8:403.17 9:705.83 10:874.14
0 1:95.00 2:15271.00 3:170622.22 4:455.98 5:499.24 6:662.07 7:443.13 8:441.11 9:467.70 10:341.42
0 1:128.00 2:15257.00 3:172328.05 4:898.61 5:547.18 6:790.21 7:258.39 8:787.42 9:1698.44 10:1366.42
0 1:86.00 2:15243.00 3:174333.77 4:343.02 5:487.98 6:660.72 7:475.11 8:505.71 9:400.08 10:577.64
0 1:73.00 2:15229.00 3:178189.17 4:361.26 5:461.35 6:342.13 7:379.96 8:515.87 9:391.36 10:367.56
0 1:70.00 2:15227.00 3:177225.06 4:122.39 5:505.50 6:391.86 7:474.70 8:443.22 9:450.03 10:426.85
0 1:55.00 2:15226.00 3:177004.69 4:248.79 5:302.04 6:422.79 7:427.29 8:428.92 9:441.95 10:435.74
0 1:71.00 2:15236.00 3:176118.98 4:213.31 5:306.53 6:495.02 7:461.15 8:272.19 9:703.28 10:533.38
0 1:57.00 2:15257.00 3:174901.64 4:242.18 5:337.98 6:443.51 7:442.66 8:427.51 9:512.99 10:318.83
0 1:72.00 2:15245.00 3:176867.20 4:291.08 5:343.03 6:409.22 7:415.16 8:1079.17 9:673.18 10:437.37
0 1:79.00 2:15232.00 3:178568.67 4:411.19 5:499.05 6:301.64 7:574.29 8:437.24 9:549.84 10:758.86
0 1:118.00 2:15229.00 3:180208.31 4:1136.91 5:429.10 6:542.62 7:586.23 8:425.92 9:845.87 10:984.63
0 1:225.00 2:15242.00 3:175098.00 4:2333.69 5:1415.79 6:840.66 7:1095.27 8:1733.62 9:2465.20 10:2956.75
0 1:161.00 2:15183.00 3:186030.30 4:668.04 5:417.17 6:524.25 7:445.61 8:541.75 9:467.84 10:879.63
0 1:173.00 2:15149.00 3:193318.45 4:1271.50 5:1236.11 6:659.13 7:331.38 8:1446.46 9:1417.37 10:1534.18
0 1:77.00 2:15124.00 3:193730.56 4:459.44 5:474.61 6:603.83 7:450.90 8:536.31 9:458.94 10:600.51
0 1:75.00 2:15143.00 3:190930.86 4:452.07 5:473.02 6:497.83 7:432.59 8:562.13 9:570.12 10:574.40
0 1:81.00 2:15148.00 3:191222.44 4:782.90 5:978.27 6:612.09 7:622.89 8:1099.12 9:620.61 10:653.78
0 1:56.00 2:15139.00 3:191842.20 4:242.62 5:303.50 6:533.31 7:494.77 8:453.80 9:475.17 10:433.75
0 1:66.00 2:15142.00 3:191567.45 4:315.05 5:356.53 6:504.27 7:456.61 8:352.12 9:507.33 10:590.02
0 1:380.00 2:15196.00 3:191412.23 4:4192.62 5:4652.78 6:1375.88 7:1582.09 8:2196.08 9:1029.91 10:3355.89
0 1:243.00 2:15129.00 3:204966.98 4:1801.55 5:765.58 6:1006.56 7:1138.44 8:1144.79 9:1211.35 10:2765.06
0 1:126.00 2:15114.00 3:201799.23 4:381.05 5:685.22 6:453.62 7:456.07 8:472.90 9:601.49 10:615.05
0 1:76.00 2:15112.00 3:201893.48 4:251.32 5:394.32 6:456.87 7:583.79 8:518.88 9:439.86 10:707.62
0 1:60.00 2:15119.00 3:201061.30 4:331.78 5:378.61 6:430.54 7:559.23 8:336.58 9:586.95 10:526.22
0 1:55.00 2:15127.00 3:200924.86 4:219.32 5:414.90 6:462.44 7:455.73 8:476.60 9:378.77 10:548.21
0 1:56.00 2:15121.00 3:200901.50 4:243.21 5:429.38 6:455.82 7:487.00 8:458.19 9:520.05 10:495.11
0 1:55.00 2:15126.00 3:200305.13 4:198.94 5:470.34 6:467.54 7:462.47 8:498.53 9:548.73 10:481.03
0 1:57.00 2:15123.00 3:199843.67 4:229.18 5:512.18 6:377.24 7:446.11 8:531.77 9:563.69 10:530.79
0 1:58.00 2:15121.00 3:199496.70 4:236.65 5:329.15 6:511.52 7:531.81 8:431.23 9:513.14 10:481.95
0 1:49.00 2:15122.00 3:199514.70 4:242.78 5:384.67 6:437.87 7:450.90 8:494.59 9:403.23 10:585.37
0 1:55.00 2:15123.00 3:200444.25 4:244.10 5:487.53 6:392.02 7:425.98 8:565.14 9:411.86 10:498.29
0 1:54.00 2:15124.00 3:199813.75 4:254.44 5:417.06 6:450.99 7:466.41 8:477.87 9:446.00 10:423.04
0 1:56.00 2:15122.00 3:200101.44 4:219.45 5:371.97 6:457.85 7:416.10 8:538.58 9:496.12 10:487.98
0 1:69.00 2:15129.00 3:200904.80 4:659.46 5:598.09 6:381.43 7:496.68 8:379.25 9:546.15 10:615.46
0 1:60.00 2:15127.00 3:201274.13 4:219.17 5:445.76 6:423.14 7:451.27 8:462.75 9:412.71 10:595.41
0 1:127.00 2:15151.00 3:198051.19 4:678.91 5:573.85 6:546.45 7:331.71 8:665.20 9:457.66 10:704.07
0 1:125.00 2:15148.00 3:198513.13 4:655.42 5:777.58 6:766.44 7:406.06 8:715.86 9:859.33 10:621.25
